#separator:tab
#html:true
#notetype column:1
#deck column:2
#tags column:5
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке протилежне число для дійсного числа?	Протилежне число до a — це таке число -a, що a + (-a) = 0.<br>Приклад: протилежне до 5 — це -5;<br>протилежне до -√2 — це √2.	алгебра, властивості дійсні_числа, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке обернено пропорційне число для дійсного числа?	Обернено пропорційне число до a — це таке число 1/a, що a × (1/a) = 1, де a ≠ 0.<br>Приклад: для 2 — це 1/2;<br>для -4 — це -1/4.	алгебра, властивості дійсні_числа, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Як порівняти два дійсних числа?	Для порівняння дійсних чисел:<br>1) Якщо a > b, то a лежить правіше b на числовій прямій.<br>2) Якщо a < b, то a лежить лівіше b.<br>Приклад: -2 < 1;<br>√2 ≈ 1.41 < 1.5.	алгебра, дійсні_числа, порівняння числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке числова пряма?	Числова пряма — це геометричне зображення дійсних чисел у вигляді прямої, де кожній точці відповідає число.<br>0 — початок відліку, праворуч — додатні числа, ліворуч — від’ємні.	алгебра, дійсні_числа, числа_і_вирази, числова_пряма
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Які властивості додавання дійсних чисел?	1) Комутативність: a + b = b + a.<br>2) Асоціативність: (a + b) + c = a + (b + c).<br>3) Нейтральний елемент: a + 0 = a.<br>4) Протилежний елемент: a + (-a) = 0.	алгебра, властивості, додавання дійсні_числа, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Які властивості множення дійсних чисел?	1) Комутативність: a × b = b × a.<br>2) Асоціативність: (a × b) × c = a × (b × c).<br>3) Нейтральний елемент: a × 1 = a.<br>4) Обернений елемент: a × (1/a) = 1, де a ≠ 0.	алгебра, властивості, дійсні_числа, множення числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Чому дійсні числа замкнені відносно додавання і множення?	Множина дійсних чисел замкнена, бо сума або добуток будь-яких двох дійсних чисел є дійсним числом.<br>Приклад: 2 + √3 = дійсне число;<br>π × 2 = дійсне число.	алгебра, властивості, дійсні_числа, замкненість числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Як округлити дійсне число до цілого?	Округлення дійсного числа:<br>1) Якщо десяткова частина < 0.5, округлюємо вниз.<br>2) Якщо ≥ 0.5, округлюємо вгору.<br>Приклад: 3.4 ≈ 3;<br>3.7 ≈ 4.	алгебра, дійсні_числа, округлення числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке дійсні числа?	Дійсні числа — це множина чисел, яка включає всі раціональні та ірраціональні числа.<br>Позначаються символом ℝ.<br>Приклади: -5, 3.14, √2, 0, -√3.	алгебра, дійсні_числа, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Які числа називаються раціональними?	Раціональні числа — це числа, які можна записати у вигляді дробу p/q, де p і q — цілі числа, а q ≠ 0.<br>Позначаються ℚ.<br>Приклади: 1/2, -3, 0.75, 4.	алгебра, дійсні_числа, раціональні_числа числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке ірраціональні числа?	Ірраціональні числа — це дійсні числа, які не можна записати у вигляді дробу p/q.<br>Вони мають нескінченну, неперіодичну десяткову частину.<br>Приклади: √2, π, e.	алгебра, дійсні_числа, числа_і_вирази, ірраціональні_числа
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Яка множина є ширшою: дійсні чи раціональні числа?	Дійсні числа є ширшою множиною, оскільки вони включають як раціональні, так і ірраціональні числа.<br>ℚ ⊂ ℝ.	алгебра, дійсні_числа, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Як позначається множина дійсних чисел?	Множина дійсних чисел позначається символом ℝ.	алгебра, дійсні_числа, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Назви основні дії над дійсними числами.	Основні дії над дійсними числами: додавання (+), віднімання (-), множення (×), ділення (÷), піднесення до степеня (^), добування кореня (√).	алгебра, дійсні_числа, дії числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Чим характеризується додавання дійсних чисел?	Додавання дійсних чисел має властивості:<br>1. Комутативність: a + b = b + a<br>2. Асоціативність: (a + b) + c = a + (b + c)<br>3. Нейтральний елемент: a + 0 = a<br>4. Оборотний елемент: a + (-a) = 0	алгебра, додавання дійсні_числа, дії, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Які властивості має множення дійсних чисел?	Множення дійсних чисел має властивості:<br>1. Комутативність: a × b = b × a<br>2. Асоціативність: (a × b) × c = a × (b × c)<br>3. Нейтральний елемент: a × 1 = a<br>4. Оборотний елемент (для a ≠ 0): a × (1/a) = 1<br>5. Дистрибутивність: a × (b + c) = a × b + a × c	алгебра, дійсні_числа, дії, множення числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке протилежне число?	Протилежне число до числа a — це число -a, яке при додаванні до a дає 0.<br>Приклад: протилежне до 5 — це -5, бо 5 + (-5) = 0.	алгебра, дійсні_числа, дії числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке обернене число?	Обернене число до числа a (a ≠ 0) — це число 1/a, яке при множенні на a дає 1.<br>Приклад: обернене до 2 — це 1/2, бо 2 × (1/2) = 1.	алгебра, дійсні_числа, дії числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Як виконується віднімання дійсних чисел?	Віднімання дійсних чисел зводиться до додавання протилежного числа: a - b = a + (-b).<br>Приклад: 7 - 3 = 7 + (-3) = 4.	алгебра, віднімання дійсні_числа, дії, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Як виконується ділення дійсних чисел?	Ділення дійсних чисел зводиться до множення на обернене число: a ÷ b = a × (1/b), де b ≠ 0.<br>Приклад: 6 ÷ 2 = 6 × (1/2) = 3.	алгебра, дійсні_числа, ділення дії, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке модуль дійсного числа?	Модуль дійсного числа |a| — це його відстань від 0 на числовій прямій.<br>|a| = a, якщо a ≥ 0;<br>|a| = -a, якщо a < 0.<br>Приклад: |3| = 3, |-3| = 3.	алгебра, дійсні_числа, модуль числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Які властивості має модуль дійсного числа?	Властивості модуля:<br>1. |a| ≥ 0<br>2. |a| = |-a|<br>3. |a × b| = |a| × |b|<br>4. |a + b| ≤ |a| + |b| (нерівність трикутника)	алгебра, дійсні_числа, модуль числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Як порівнювати дійсні числа?	Для порівняння дійсних чисел a і b:<br>a < b, якщо a лежить лівіше b на числовій прямій;<br>a > b, якщо a лежить правіше b;<br>a = b, якщо вони збігаються.<br>Приклад: -2 < 1, 3.14 > 3.	алгебра, дійсні_числа, порівняння числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке інтервал на множині дійсних чисел?	Інтервал — це множина дійсних чисел, що лежать між двома заданими числами.<br>Типи: (a, b) — відкритий, [a, b] — закритий, [a, b) або (a, b] — напіввідкритий.<br>Приклад: (0, 1) — числа від 0 до 1, не включно.	алгебра, дійсні_числа, числа_і_вирази, інтервали
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Як записати дійсне число у вигляді десяткового дробу?	Дійсне число можна записати як скінченний або нескінченний десятковий дріб.<br>Раціональні — скінченні або періодичні (0.5, 0.333…).<br>Ірраціональні — нескінченні неперіодичні (√2 ≈ 1.414…).	алгебра, десяткові_дроби дійсні_числа, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке дійсні числа?	Дійсні числа — це всі раціональні та ірраціональні числа, які можна представити на числовій прямій.<br>Вони включають цілі числа, дроби, ірраціональні числа (наприклад, √2, π).	алгебра, дійсні_числа, основи числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Які основні властивості дійсних чисел?	1. Комутативність: a + b = b + a; a * b = b * a<br>2. Асоціативність: (a + b) + c = a + (b + c); (a * b) * c = a * (b * c)<br>3. Дистрибутивність: a * (b + c) = a * b + a * c<br>4. Існування нейтральних елементів: a + 0 = a; a * 1 = a<br>5. Існування обернених елементів: a + (-a) = 0; a * (1/a) = 1 (для a ≠ 0)	алгебра, властивості дійсні_числа, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Як виконується додавання дійсних чисел?	Додавання дійсних чисел виконується покомпонентно:<br>Наприклад, 3.5 + 2.1 = 5.6<br>Для від'ємних чисел: -4 + (-2) = -6	алгебра, додавання дійсні_числа, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Як виконується множення дійсних чисел?	Множення дійсних чисел виконується за правилом:<br>Наприклад, 2.5 * 3 = 7.5<br>Для від'ємних чисел: (-3) * (-2) = 6<br>Добуток додатного та від'ємного числа: 4 * (-2) = -8	алгебра, дійсні_числа, множення числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке модуль дійсного числа?	Модуль дійсного числа — це відстань від цього числа до нуля на числовій прямій.<br>Позначається |a|.<br>Наприклад, |5| = 5, |-3| = 3, |0| = 0.	алгебра, дійсні_числа, модуль числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Як виконується віднімання дійсних чисел?	Віднімання дійсних чисел — це додавання до зменшуваного числа протилежного від'ємнику:<br>a - b = a + (-b)<br>Наприклад, 7.2 - 3.1 = 4.1<br>-5 - (-2) = -3	алгебра, віднімання дійсні_числа, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Як виконується ділення дійсних чисел?	Ділення дійсних чисел — це множення діленого на обернене до дільника:<br>a / b = a * (1/b)<br>Наприклад, 10 / 2 = 5<br>8 / (-4) = -2<br>Ділення на нуль неможливе.	алгебра, дійсні_числа, ділення числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке ірраціональні числа?	Ірраціональні числа — це дійсні числа, які не можна представити у вигляді дробу m/n, де m і n — цілі числа.<br>Наприклад, √2, π, e.<br>Вони мають нескінченну неперіодичну десяткову форму.	алгебра, дійсні_числа, числа_і_вирази, ірраціональні
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Як порівнювати дійсні числа?	Дійсні числа порівнюються за їх положенням на числовій прямій:<br>Наприклад, 3.14 < 3.1416<br>-2 > -3<br>√2 ≈ 1.4142 < 1.5	алгебра, дійсні_числа, порівняння числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке раціональні числа?	Раціональні числа — це числа, які можна представити у вигляді дробу m/n, де m і n — цілі числа, а n ≠ 0.<br>Наприклад, 1/2, -3/4, 5.<br>Вони мають скінченну або періодичну десяткову форму.	алгебра, дійсні_числа, раціональні числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке дійсні числа?	Дійсні числа - це всі числа, які можна представити у вигляді десяткового дробу, як скінченного, так і нескінченного. Вони включають раціональні (цілі та дробові) та ірраціональні числа.	алгебра, дійсні_числа, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Які операції можна виконувати з дійсними числами?	З дійсними числами можна виконувати операції додавання, віднімання, множення, ділення (крім ділення на нуль), піднесення до степеня та добування кореня (для невід'ємних чисел).	алгебра, дії_над_дійсними_числами числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке раціональні числа?	Раціональні числа - це числа, які можна представити у вигляді дробу $\frac{m}{n}$, де $m$ - ціле число, а $n$ - натуральне число.	алгебра, раціональні_числа числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке ірраціональні числа?	Ірраціональні числа - це числа, які не можна представити у вигляді дробу $\frac{m}{n}$, де $m$ - ціле число, а $n$ - натуральне число. Їх десятковий запис є нескінченним та неперіодичним.	алгебра, числа_і_вирази, ірраціональні_числа
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Наведіть приклади раціональних чисел.	Приклади раціональних чисел: 5, -3, 0, 1/2, -2/3, 0.75 (3/4).	алгебра, приклади раціональні_числа, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Наведіть приклади ірраціональних чисел.	Приклади ірраціональних чисел: $\sqrt{2}$, $\sqrt{3}$, $\pi$, $e$.	алгебра, приклади числа_і_вирази, ірраціональні_числа,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Які властивості додавання дійсних чисел?	Властивості додавання дійсних чисел: <br>- Комутативність: $a + b = b + a$ <br>- Асоціативність: $(a + b) + c = a + (b + c)$ <br>- Існування нейтрального елемента (нуля): $a + 0 = a$ <br>- Існування протилежного елемента: $a + (-a) = 0$	алгебра, додавання дії_над_дійсними_числами, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Які властивості множення дійсних чисел?	Властивості множення дійсних чисел: <br>- Комутативність: $a \cdot b = b \cdot a$ <br>- Асоціативність: $(a \cdot b) \cdot c = a \cdot (b \cdot c)$ <br>- Існування нейтрального елемента (одиниці): $a \cdot 1 = a$ <br>- Існування оберненого елемента (для $a \neq 0$): $a \cdot \frac{1}{a} = 1$ <br>- Дистрибутивність: $a \cdot (b + c) = a \cdot b + a \cdot c$	алгебра, дії_над_дійсними_числами, множення числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке модуль дійсного числа?	Модуль дійсного числа $a$ (позначається $|a|$) - це його абсолютна величина, тобто $|a| = a$, якщо $a \geq 0$, і $|a| = -a$, якщо $a < 0$.	алгебра, дійсні_числа, модуль числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Які властивості модуля дійсних чисел?	Властивості модуля дійсних чисел: <br>- $|a| \geq 0$ <br>- $|a| = |-a|$ <br>- $|a \cdot b| = |a| \cdot |b|$ <br>- $|a + b| \leq |a| + |b|$ (нерівність трикутника)	алгебра, властивості дійсні_числа, модуль, числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке степінь дійсного числа?	Степінь дійсного числа $a$ з натуральним показником $n$ (позначається $a^n$) - це добуток $n$ множників, кожен з яких дорівнює $a$.	алгебра, дії_над_дійсними_числами, степінь числа_і_вирази,
Basic (and reversed card)	НМТ::01-Математика::01-Алгебра::01-Числа і вирази::01-Дійсні числа та дії над ними	Що таке корінь дійсного числа?	Корінь $n$-го степеня з дійсного числа $a$ (позначається $\sqrt[n]{a}$) - це число $b$, таке що $b^n = a$. Для парного $n$ корінь існує тільки для $a \geq 0$.	алгебра, дії_над_дійсними_числами, корінь числа_і_вирази,
